Country Name,Country Code,Indicator Name,Indicator Code,Region,Region_Code,Income Group,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Low income,14.763,14.993,15.209,15.289,15.368,15.449,15.529,15.61,15.691,15.773,15.855,15.937,16.02,16.103,16.186,16.27,16.365,16.471,16.59,16.72,16.863,17.018,17.185,17.366,17.559,17.766,17.986,18.22,18.469,18.732
Niger,NER,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Low income,4.340072943,4.375517157,4.323196179,3.507518106,3.604195108,3.721724285,3.809692845,3.899599309,3.968212495,4.030352969,4.084003514,4.131800693,4.167218718,4.175553147,4.171278403,4.172143529,4.239532788,4.310147016,4.397678257,4.477347654,4.564383008,4.646416048,4.742262746,4.865569512,4.983812753,5.110673245,5.217654871,5.310873277,5.386795578,5.440840744
Norway,NOR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia,ECS,High income,17550,20830,23970,25080,26510,27830,30790,30220,30860,32700,35800,37920,36110,35550,36560,38250,39900,44760,54110,63790,69980,78400,87350,87840,88430,90270,99100,104130,105810,93820
Norway,NOR,Rural population,SP.RUR.TOTL,Europe & Central Asia,ECS,High income,1190196,1190337,1191327,1190803,1189479,1181991,1171688,1161607,1151241,1143676,1137439,1131729,1135563,1111641,1074194,1057978,1043822,1039417,1043512,1040703,1030522,1024994,1023926,1022966,1021756,1021079,1020527,1019023,1016761,1014607
Norway,NOR,Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,High income,28.56,28.43,28.301,28.172,28.044,27.735,27.335,26.939,26.547,26.236,25.961,25.691,25.625,24.914,23.919,23.439,23.001,22.77,22.725,22.51,22.111,21.766,21.474,21.185,20.898,20.615,20.335,20.061,19.792,19.527
Norway,NOR,Rural population growth (annual %),SP.RUR.TOTL.ZG,Europe & Central Asia,ECS,High income,-0.097499413,0.011846087,0.083135157,-0.043994241,-0.111247334,-0.631509139,-0.875486063,-0.864105287,-0.896390027,-0.659285491,-0.546839203,-0.50326922,0.338201136,-2.129126121,-3.426668906,-1.521107365,-1.347056243,-0.422899779,0.393196818,-0.26955009,-0.983097635,-0.537871107,-0.104250053,-0.093800755,-0.118353511,-0.066280441,-0.054075078,-0.14748354,-0.22222406,-0.212073913
Norway,NOR,Urban population,SP.URB.TOTL,Europe & Central Asia,ECS,High income,2977158,2996568,3018161,3036098,3051994,3079741,3114713,3150384,3185372,3215508,3243897,3273428,3295901,3350272,3416773,3455773,3494337,3525438,3548398,3582588,3630155,3684159,3744286,3805760,3867496,3932009,3998046,4060600,4120471,4181314
Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,High income,71.44,71.57,71.699,71.828,71.956,72.265,72.665,73.061,73.453,73.764,74.039,74.309,74.375,75.086,76.081,76.561,76.999,77.23,77.275,77.49,77.889,78.234,78.526,78.815,79.102,79.385,79.665,79.939,80.208,80.473
Norway,NOR,Urban population growth (annual %),SP.URB.GROW,Europe & Central Asia,ECS,High income,0.538840844,0.649847961,0.718007171,0.592543282,0.522200917,0.905035504,1.129151062,1.138733701,1.104472952,0.941627485,0.879003029,0.906236903,0.684182134,1.636196138,1.965500181,1.134962753,1.109749221,0.886102574,0.649155017,0.958921024,1.318990282,1.476692998,1.618866752,1.628476397,1.609156065,1.654322199,1.665525057,1.552500418,1.463673127,1.465807399
Oman,OMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle East & North Africa,MEA,High income,5930,5390,5200,5660,5710,6040,6520,6300,6180,6310,6520,6880,6570,6460,7160,8000,8000,8260,9370,10640,11640,14850,18080,18480,18770,17150,18770,19280,18340,16920
Oman,OMN,Rural population,SP.RUR.TOTL,Middle East & North Africa,MEA,High income,641087,635540,628080,620732,614286,609411,604923,598307,605746,620977,629326,631991,631678,632281,636685,646562,661439,679532,689730,691902,690254,686643,687471,700904,731197,780320,843614,910350,966753,1004040
Oman,OMN,Rural population (% of total population),SP.RUR.TOTL.ZS,Middle East & North Africa,MEA,High income,41.056,39.217,37.406,35.634,33.898,32.204,30.553,28.956,28.312,28.331,28.351,28.371,28.391,28.411,28.431,28.451,28.471,28.491,28.173,27.6,27.033,26.473,25.92,25.376,24.839,24.309,23.796,23.301,22.822,22.359
Oman,OMN,Rural population growth (annual %),SP.RUR.TOTL.ZG,Middle East & North Africa,MEA,High income,-0.31894824,-0.869014193,-1.180748432,-1.17681201,-1.043880904,-0.796770081,-0.739173973,-1.099717706,1.235675615,2.483328792,1.335536122,0.422574811,-0.04953829,0.095414495,0.694111218,1.539406685,2.274867002,2.698656129,1.489589073,0.314411043,-0.23846813,-0.524513929,0.120514033,1.935128361,4.231198685,6.502117467,7.799095205,7.613409694,6.011389271,3.784410643
Oman,OMN,Urban population,SP.URB.TOTL,Middle East & North Africa,MEA,High income,920406,985033,1051009,1121233,1197873,1282934,1374991,1467957,1533793,1570887,1590442,1595605,1593244,1593200,1602718,1625985,1661764,1705543,1758464,1814989,1863122,1907107,1964810,2061169,2212550,2429683,2701578,2996562,3269304,3486501
Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,High income,58.944,60.783,62.594,64.366,66.102,67.796,69.447,71.044,71.688,71.669,71.649,71.629,71.609,71.589,71.569,71.549,71.529,71.509,71.827,72.4,72.967,73.527,74.08,74.624,75.161,75.691,76.204,76.699,77.178,77.641
Oman,OMN,Urban population growth (annual %),SP.URB.GROW,Middle East & North Africa,MEA,High income,7.338480713,6.78602661,6.483079096,6.467831749,6.611851143,6.860215832,6.929754327,6.542445257,4.38721143,2.389667547,1.237153704,0.324100964,-0.148078534,-0.002761699,0.595636568,1.441284799,2.176590277,2.600384635,3.055716562,3.163870636,2.617416816,2.333385887,2.980811442,4.787774904,7.087239894,9.361509965,10.60752506,10.36295848,8.711148671,6.432153628
Pakistan,PAK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Asia,SAS,Lower middle income,370,400,430,420,420,420,440,450,450,490,500,490,470,470,490,500,520,560,640,740,820,910,1020,1060,1080,1150,1260,1360,1400,1440
Pakistan,PAK,Rural population,SP.RUR.TOTL,South Asia,SAS,Lower middle income,67037246,68975317,70913417,72829667,74705527,76530239,78307669,80056381,81803930,83568893,85358761,87166688,88970620,90726248,92413538,94028874,95579926,97090296,98587822,100095711,101615503,103142814,104682169,106238722,107811245,109399721,110997880,112593110,114166773,115701371
Pakistan,PAK,Rural population (% of total population),SP.RUR.TOTL.ZS,South Asia,SAS,Lower middle income,70.412,70.167,69.92,69.673,69.424,69.174,68.923,68.671,68.418,68.164,67.908,67.652,67.395,67.126,66.845,66.554,66.25,65.935,65.608,65.27,64.92,64.558,64.184,63.799,63.402,62.993,62.572,62.14,61.697,61.242
Pakistan,PAK,Rural population growth (annual %),SP.RUR.TOTL.ZG,South Asia,SAS,Lower middle income,2.901438096,2.850034058,2.771093804,2.666373193,2.543069276,2.413186508,2.295959823,2.208560694,2.159413752,2.134607108,2.119173435,2.095914769,2.048396329,1.954050599,1.842677421,1.732842225,1.636091361,1.567861317,1.530631276,1.51790934,1.506927384,1.491845947,1.481422618,1.475985855,1.469331029,1.462637313,1.450276232,1.426942175,1.387977664,1.335218332
Pakistan,PAK,Urban population,SP.URB.TOTL,South Asia,SAS,Lower middle income,28169887,29326330,30507374,31701022,32902112,34104160,35308496,36523224,37760995,39030856,40338890,41679004,43043060,44431884,45836949,47253203,48691660,50161234,51680167,53260672,54908686,56624858,58414816,60282261,62232673,64269927,66394372,68599536,70877513,73223503
Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,South Asia,SAS,Lower middle income,29.588,29.833,30.08,30.327,30.576,30.826,31.077,31.329,31.582,31.836,32.092,32.348,32.605,32.874,33.155,33.446,33.75,34.065,34.392,34.73,35.08,35.442,35.816,36.201,36.598,37.007,37.428,37.86,38.303,38.758
Pakistan,PAK,Urban population growth (annual %),SP.URB.GROW,South Asia,SAS,Lower middle income,4.075449416,4.023217678,3.948267758,3.838049523,3.718793013,3.588252074,3.470424388,3.382471736,3.332835934,3.307582123,3.296350324,3.268148477,3.220350917,3.175630985,3.113319277,3.04299274,2.998732285,2.973473444,2.98315936,3.012410676,3.047335328,3.077652514,3.112148021,3.146832506,3.184226987,3.221167233,3.25204703,3.267347701,3.266744735,3.256323046
Panama,PAN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,Upper middle income,2520,2880,2410,2240,2310,2400,2640,2840,3000,3030,3240,3400,3680,3720,3880,3820,3970,4120,4520,4880,5170,5900,6510,6650,7010,8350,9510,10530,11430,12050
Panama,PAN,Rural population,SP.RUR.TOTL,Latin America & Caribbean,LCN,Upper middle income,1078002,1093842,1109556,1125195,1139061,1141436,1143215,1144559,1145495,1146152,1146501,1146601,1146153,1144980,1144928,1157768,1170185,1182271,1194134,1205935,1217647,1229193,1240632,1251913,1263014,1273781,1284185,1294161,1303669,1312647
Panama,PAN,Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,Upper middle income,47.518,47.18,46.841,46.503,46.097,45.243,44.391,43.544,42.699,41.859,41.022,40.193,39.368,38.549,37.802,37.506,37.211,36.917,36.623,36.331,36.04,35.749,35.46,35.172,34.885,34.595,34.302,34.006,33.708,33.408
Panama,PAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,Latin America & Caribbean,LCN,Upper middle income,1.488101977,1.458694167,1.426366586,1.399641867,1.224788481,0.208288006,0.155734977,0.117494137,0.081744802,0.057338675,0.030445078,0.00872181,-0.03907964,-0.102394763,-0.004541667,1.115226072,1.066784231,1.027530916,0.998407135,0.983396319,0.966510823,0.943754859,0.92630707,0.905185425,0.882814658,0.848871482,0.813463304,0.773833286,0.731998819,0.686311228
Panama,PAN,Urban population,SP.URB.TOTL,Latin America & Caribbean,LCN,Upper middle income,1190617,1224602,1259216,1294423,1331949,1381465,1432115,1483952,1537225,1591973,1648344,1706138,1765230,1825213,1883823,1929119,1974543,2020240,2066477,2113366,2160953,2209205,2258047,2307488,2357492,2408198,2459576,2511522,2563866,2616494
Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,Upper middle income,52.482,52.82,53.159,53.497,53.903,54.757,55.609,56.456,57.301,58.141,58.978,59.807,60.632,61.451,62.198,62.494,62.789,63.083,63.377,63.669,63.96,64.251,64.54,64.828,65.115,65.405,65.698,65.994,66.292,66.592
Panama,PAN,Urban population growth (annual %),SP.URB.GROW,Latin America & Caribbean,LCN,Upper middle income,2.84709585,2.81442331,2.787341183,2.757573093,2.857824708,3.650124718,3.60078423,3.555642663,3.52700437,3.499528457,3.479702009,3.44611892,3.404865674,3.341569904,3.160653014,2.376019932,2.327355716,2.287933706,2.262890874,2.24367121,2.226739102,2.208339421,2.186755809,2.165920656,2.143885515,2.128040789,2.111022739,2.089996651,2.062733173,2.031897809
Peru,PER,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,Upper middle income,880,990,850,830,880,1180,1390,1520,1730,1920,2110,2250,2130,2020,1970,1900,1960,2090,2300,2540,2790,3180,3760,3920,4380,4870,5650,6230,6370,6200
Peru,PER,Rural population,SP.RUR.TOTL,Latin America & Caribbean,LCN,Upper middle income,6543373,6608562,6671303,6731403,6787872,6840921,6890010,6934633,6962751,6983020,6995769,7001826,7001497,6995871,6986132,6972917,6956283,6936737,6915390,6893214,6869820,6846001,6821963,6800286,6780906,6764721,6750739,6738462,6725819,6711783
Peru,PER,Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,Upper middle income,32.723,32.313,31.905,31.501,31.099,30.7,30.303,29.911,29.479,29.049,28.623,28.202,27.784,27.369,26.958,26.552,26.15,25.751,25.356,24.966,24.579,24.197,23.818,23.448,23.085,22.731,22.384,22.046,21.715,21.391
Peru,PER,Rural population growth (annual %),SP.RUR.TOTL.ZG,Latin America & Caribbean,LCN,Upper middle income,1.028566522,0.991329928,0.944911214,0.89683983,0.835389892,0.77848813,0.715016471,0.645559599,0.404652248,0.290683309,0.182404978,0.086543444,-0.004698885,-0.080386546,-0.139307674,-0.189339603,-0.238836515,-0.281378892,-0.308212838,-0.321191325,-0.339954439,-0.347321884,-0.351742583,-0.318259023,-0.285394878,-0.238970226,-0.206903871,-0.18202714,-0.187800651,-0.208906397
Peru,PER,Urban population,SP.URB.TOTL,Latin America & Caribbean,LCN,Upper middle income,13452877,13843150,14238594,14637453,15038786,15442209,15847046,16249589,16656607,17055741,17445307,17825583,18198247,18565426,18928743,19288446,19645180,20001000,20357798,20717192,21080138,21446767,21820085,22201277,22592738,22995170,23408029,23826999,24247329,24664887
Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,Upper middle income,67.277,67.687,68.095,68.499,68.901,69.3,69.697,70.089,70.521,70.951,71.377,71.798,72.216,72.631,73.042,73.448,73.85,74.249,74.644,75.034,75.421,75.803,76.182,76.552,76.915,77.269,77.616,77.954,78.285,78.609
Peru,PER,Urban population growth (annual %),SP.URB.GROW,Latin America & Caribbean,LCN,Upper middle income,2.898555392,2.859753893,2.816563971,2.762735283,2.704907919,2.647200713,2.58785064,2.508450543,2.473933838,2.367990806,2.258381005,2.156399999,2.069059812,1.997576301,1.938052671,1.882470332,1.832575181,1.79502567,1.768176029,1.749985438,1.736738317,1.724264126,1.72569645,1.731893384,1.747871746,1.765566667,1.779488929,1.774026631,1.74871175,1.70741863
Philippines,PHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific,EAS,Lower middle income,540,600,660,700,720,720,770,820,920,1020,1160,1230,1200,1180,1220,1220,1180,1260,1400,1520,1650,1900,2240,2490,2750,2640,3000,3340,3500,3540
Philippines,PHL,Rural population,SP.RUR.TOTL,East Asia & Pacific,EAS,Lower middle income,31146955,31332331,31491753,31623231,31847127,32688566,33535158,34387291,35246029,36112047,36983132,37857982,38739117,39630174,40559838,41645912,42749462,43856369,44944295,45996909,47008481,47985326,48947357,49922831,50934147,51959613,52991960,54022510,55033870,56016052
Philippines,PHL,Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific,EAS,Lower middle income,55.815,54.669,53.517,52.364,51.41,51.47,51.53,51.59,51.65,51.71,51.77,51.83,51.89,51.95,52.045,52.316,52.586,52.857,53.128,53.397,53.667,53.937,54.207,54.476,54.745,54.983,55.19,55.367,55.512,55.627
Philippines,PHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,East Asia & Pacific,EAS,Lower middle income,0.668306151,0.593401608,0.50751983,0.416630669,0.705516514,2.607817928,2.556902789,2.509266741,2.466582199,2.427365115,2.383539522,2.337992592,2.300802202,2.274093307,2.318756739,2.642484734,2.615339797,2.556334292,2.450388064,2.315036452,2.175383366,2.05672236,1.985011781,1.973305954,2.005512988,1.993318067,1.967346019,1.926060763,1.854800232,1.768947864
Philippines,PHL,Urban population,SP.URB.TOTL,East Asia & Pacific,EAS,Lower middle income,24656960,25980463,27352639,28767937,30100213,30821374,31543743,32267663,32994105,33723666,34454249,35184623,35917111,36655051,37372409,37958629,38544916,39115365,39651954,40144464,40584418,40980182,41349758,41719050,42104755,42541620,43025362,43549166,44104820,44683343
Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,Lower middle income,44.185,45.331,46.483,47.636,48.59,48.53,48.47,48.41,48.35,48.29,48.23,48.17,48.11,48.05,47.955,47.684,47.414,47.143,46.872,46.603,46.333,46.063,45.793,45.524,45.255,45.017,44.81,44.633,44.488,44.373
Philippines,PHL,Urban population growth (annual %),SP.URB.GROW,East Asia & Pacific,EAS,Lower middle income,5.300038627,5.228561891,5.146818167,5.04484542,4.527077979,2.36761622,2.316683885,2.269033404,2.226332591,2.187093694,2.143248194,2.097681254,2.06046709,2.033742456,1.938146887,1.556415123,1.532735451,1.469114591,1.362487153,1.234431987,1.089965189,0.970438415,0.897798498,0.889129005,0.920282066,1.032221117,1.130686492,1.210079694,1.267852082,1.303171882
Portugal,PRT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia,ECS,High income,3080,4160,5640,6320,7140,8190,9870,10100,10450,11220,12080,12350,12170,12240,12140,11800,11730,13230,16120,18550,19330,20770,22440,22840,22960,22660,21150,21340,21290,20530
Portugal,PRT,Rural population,SP.RUR.TOTL,Europe & Central Asia,ECS,High income,5435735,5381914,5323719,5263530,5199759,5132609,5062834,5003363,4950901,4901898,4853841,4809043,4766554,4726461,4692296,4658665,4619439,4571864,4517810,4461605,4404945,4349078,4290949,4231103,4169291,4099817,4021087,3938426,3857962,3780568
Portugal,PRT,Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,High income,54.18,53.658,53.133,52.609,52.085,51.531,50.87,50.211,49.551,48.891,48.23,47.572,46.914,46.257,45.601,44.956,44.334,43.713,43.093,42.478,41.863,41.251,40.641,40.036,39.433,38.833,38.242,37.662,37.092,36.532
Portugal,PRT,Rural population growth (annual %),SP.RUR.TOTL.ZG,Europe & Central Asia,ECS,High income,-0.867898886,-0.995067303,-1.087195371,-1.137021495,-1.218962596,-1.299817146,-1.368770133,-1.181611922,-1.054070612,-0.994710316,-0.985212678,-0.927224645,-0.887449187,-0.844689245,-0.72547046,-0.71930885,-0.845565726,-1.035226994,-1.189363605,-1.251879639,-1.278079327,-1.276390489,-1.345594801,-1.404520503,-1.471671819,-1.680365881,-1.939007448,-2.077111298,-2.064208633,-2.026480188
Portugal,PRT,Urban population,SP.URB.TOTL,Europe & Central Asia,ECS,High income,4596999,4648117,4695891,4741470,4783459,4827626,4889660,4961312,5040624,5124278,5210104,5299934,5393642,5491367,5597602,5704057,5800192,5886957,5966051,6041725,6117343,6193886,6267228,6337144,6403809,6457743,6493757,6518869,6543100,6568080
Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,High income,45.82,46.342,46.867,47.391,47.915,48.469,49.13,49.789,50.449,51.109,51.77,52.428,53.086,53.743,54.399,55.044,55.666,56.287,56.907,57.522,58.137,58.749,59.359,59.964,60.567,61.167,61.758,62.338,62.908,63.468
Portugal,PRT,Urban population growth (annual %),SP.URB.GROW,Europe & Central Asia,ECS,High income,1.23674421,1.105849206,1.022567966,0.96593432,0.881671076,0.919091048,1.276793597,1.454745047,1.585966206,1.645975311,1.661018013,1.709455047,1.752648482,1.795637023,1.916106904,1.88393843,1.67133444,1.484820534,1.334600871,1.26043327,1.243828473,1.243482455,1.177147515,1.109404215,1.046477581,0.838690636,0.556137788,0.385964081,0.371016465,0.381049306
Rwanda,RWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Low income,300,320,350,350,350,320,340,310,150,210,220,260,260,260,240,220,220,210,230,270,310,360,440,500,550,590,640,670,690,700
Rwanda,RWA,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Low income,6081923,6391921,6676641,6852384,6866552,6683103,6290815,5839613,5486928,5331117,5404137,5695065,6113865,6518368,6824530,7010698,7106436,7157824,7202133,7271263,7369325,7481997,7602027,7720140,7828129,7925556,8016305,8101522,8183945,8264805
Rwanda,RWA,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Low income,94.873,94.802,94.73,94.658,94.584,94.509,93.712,92.687,91.51,90.163,88.626,87.534,86.756,85.936,85.074,84.171,83.223,82.402,81.574,80.718,79.832,78.915,77.967,77.012,76.048,75.078,74.106,73.131,72.159,71.189
Rwanda,RWA,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Low income,4.598479407,4.971392032,4.358016758,2.598160415,0.206546704,-2.707968731,-6.049176758,-7.442610554,-6.229599145,-2.880775136,1.360398667,5.243523899,7.09591324,6.40648951,4.589943637,2.69137939,1.356358419,0.720517185,0.617120798,0.955277196,1.339611039,1.517362047,1.591518729,1.541757633,1.389103012,1.236894633,1.138511749,1.057435274,1.012236293,0.983182933
Rwanda,RWA,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Low income,328671,350469,371434,386713,393188,388290,422109,460745,509059,581638,693551,811053,933331,1066775,1197345,1318415,1432593,1528645,1626823,1736967,1861716,1999086,2148287,2304454,2465540,2630873,2801045,2976573,3157599,3344861
Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Low income,5.127,5.198,5.27,5.342,5.416,5.491,6.288,7.313,8.49,9.837,11.374,12.466,13.244,14.064,14.926,15.829,16.777,17.598,18.426,19.282,20.168,21.085,22.033,22.988,23.952,24.922,25.894,26.869,27.841,28.811
Rwanda,RWA,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Low income,6.046756219,6.421500705,5.809893275,4.031162561,1.660505315,-1.253538586,8.35110914,8.75811701,9.971917877,13.32843377,17.5976516,15.65086263,14.04265041,13.363545,11.54665271,9.632365194,8.305583143,6.489563313,6.224731104,6.551145567,6.935815425,7.119143305,7.198070428,7.017299165,6.756707841,6.490487983,6.267683157,6.078007692,5.903928991,5.761320949
Saudi Arabia,SAU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle East & North Africa,MEA,High income,8550,7520,7410,6950,7230,8010,8520,8110,7690,7710,8020,8250,7870,7570,7860,8130,8150,8870,10530,12460,14160,15830,18380,17940,18470,20450,23690,25230,25500,23550
Saudi Arabia,SAU,Rural population,SP.RUR.TOTL,Middle East & North Africa,MEA,High income,3658325,3720769,3769105,3805703,3831361,3847162,3853599,3902640,3963329,4021488,4076973,4130903,4185703,4245163,4310971,4384641,4464709,4547781,4629736,4706790,4777942,4844493,4907579,4970163,5032720,5096129,5158859,5219044,5273569,5320861
Saudi Arabia,SAU,Rural population (% of total population),SP.RUR.TOTL.ZS,Middle East & North Africa,MEA,High income,26.1,25.411,24.733,24.07,23.417,22.777,22.149,21.814,21.571,21.33,21.09,20.853,20.617,20.384,20.152,19.923,19.696,19.47,19.246,19.021,18.796,18.573,18.351,18.133,17.916,17.702,17.49,17.281,17.074,16.87
Saudi Arabia,SAU,Rural population growth (annual %),SP.RUR.TOTL.ZG,Middle East & North Africa,MEA,High income,0.098809846,1.692497497,1.290720539,0.96631584,0.67193614,0.411564107,0.167178322,1.264573037,1.543108147,1.456765472,1.37028179,1.314122584,1.317864358,1.410554642,1.538295162,1.69445837,1.809628617,1.843538306,1.786042534,1.650629999,1.500376284,1.383268604,1.293814894,1.26718915,1.250795707,1.25206385,1.223419909,1.159881235,1.039311958,0.892776943
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,Middle East & North Africa,MEA,High income,10358244,10921585,11470069,12005277,12530092,13043393,13544924,13987889,14410083,14832182,15254338,15678730,16116490,16580792,17081302,17623296,18203393,18810106,19425837,20038440,20642052,21239029,21835263,22439328,23057927,23692309,24337188,24982007,25612976,26219511
Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,High income,73.9,74.589,75.267,75.93,76.583,77.223,77.851,78.186,78.429,78.67,78.91,79.147,79.383,79.616,79.848,80.077,80.304,80.53,80.754,80.979,81.204,81.427,81.649,81.867,82.084,82.298,82.51,82.719,82.926,83.13
Saudi Arabia,SAU,Urban population growth (annual %),SP.URB.GROW,Middle East & North Africa,MEA,High income,6.497954253,5.295838191,4.899984051,4.560535631,4.278680813,4.014861078,3.773014256,3.21800192,2.973628609,2.887110963,2.80646421,2.744109513,2.753795469,2.840194553,2.9739498,3.123724821,3.238634211,3.278627332,3.220970553,3.104844475,2.96779254,2.851012542,2.768575205,2.728890193,2.719448119,2.714086583,2.685507019,2.615029485,2.494325232,2.340473021
Senegal,SEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Low income,500,640,730,730,710,710,750,710,590,560,540,540,530,530,510,490,470,550,670,770,800,870,980,1030,1040,1030,1040,1040,1040,1000
Senegal,SEN,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Low income,4121716,4226311,4335411,4461784,4591177,4723821,4859326,4995492,5129491,5259548,5384670,5506157,5626991,5751349,5882328,6021268,6167597,6320527,6476791,6635296,6795265,6957738,7125025,7300236,7485138,7680677,7884840,8094759,8305694,8514604
Senegal,SEN,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Low income,62.091,61.729,61.386,61.243,61.1,60.956,60.812,60.668,60.524,60.38,60.235,60.09,59.945,59.8,59.655,59.51,59.364,59.218,59.057,58.881,58.689,58.482,58.26,58.023,57.77,57.503,57.219,56.921,56.607,56.279
Senegal,SEN,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Low income,2.483594909,2.505992703,2.548690689,2.873227063,2.858773216,2.848158778,2.828173917,2.763616058,2.647052824,2.503865751,2.35109359,2.231089327,2.170792036,2.185959497,2.251816593,2.334526645,2.401142853,2.449329386,2.44225809,2.417810704,2.382276741,2.362837542,2.37588134,2.429344148,2.501277818,2.578823974,2.62342342,2.627488671,2.572448847,2.484150318
Senegal,SEN,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Low income,2516470,2620245,2727129,2823594,2923024,3025738,3131410,3238655,3345645,3451198,3554768,3657027,3759932,3866292,3978250,4096810,4221860,4352793,4490225,4633698,4783165,4939492,5104678,5281388,5471653,5676326,5895268,6126282,6366863,6614669
Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Low income,37.909,38.271,38.614,38.757,38.9,39.044,39.188,39.332,39.476,39.62,39.765,39.91,40.055,40.2,40.345,40.49,40.636,40.782,40.943,41.119,41.311,41.518,41.74,41.977,42.23,42.497,42.781,43.079,43.393,43.721
Senegal,SEN,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Low income,4.015875207,4.041069901,3.998158262,3.476113411,3.460815525,3.453633183,3.432835368,3.367473781,3.250137994,3.106191704,2.956838378,2.836072131,2.775034989,2.789503607,2.854611591,2.936659798,3.006716714,3.054191879,3.108510383,3.145244155,3.174720787,3.216003062,3.289488231,3.403156775,3.539182261,3.672342789,3.784580275,3.843804544,3.851884295,3.818287492
Seychelles,SYC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,High income,2650,3210,3970,4530,5000,5180,5930,6350,6560,6460,6740,7330,7320,7290,7290,7310,6850,7490,9280,11140,12580,12270,11130,10220,10190,11060,12240,13510,14090,14760
Seychelles,SYC,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,High income,34429,34680,34942,35217,35519,35885,36314,36810,37376,38013,38504,38876,39549,40227,40468,40374,41470,40869,40556,40575,41215,41222,41935,41867,42803,41437,41577,42045,42447,42839
Seychelles,SYC,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,High income,50.723,50.738,50.753,50.754,50.742,50.717,50.678,50.625,50.559,50.48,50.387,50.28,50.16,50.027,49.88,49.72,49.546,49.359,49.159,48.945,48.718,48.478,48.225,47.959,47.681,47.389,47.085,46.769,46.441,46.113
